Enrollment Number,Day,Shift,Course,Slot,LHC NO.,Seat-Number
2022PY26697,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,B27
2022PY26698,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,C27
2022PY26699,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,C19
2022PY26700,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,E3
2022PY26701,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,C23
2022PY26702,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,E31
2022PY26703,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,D27
2022PY26704,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,G11
2022PY26705,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,A3
2022PY26706,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F11
2022PY26707,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F15
2022PY26708,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F31
2022PY26709,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,G7
2022PY26710,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,E11
2022PY26711,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,A7
2022PY26712,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F3
2022PY26713,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F23
2022PY26714,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,B3
2022PY26715,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,E23
2022PY26716,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,D11
2022PY26717,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,B15
2022PY26718,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,D15
2022PY26719,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,B23
2022PY26720,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F27
2022PY26721,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,F19
2022PY26722,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,C15
2022PY26723,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,B19
2022PY26724,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,D23
2022PY26725,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,A19
2022PY26726,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,A11
2022PY26727,Day 3,10:30AM-12:30AM,PYL209,D3S2,lh111,D3
2022ML26728,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C25
2022ML26729,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A17
2022ML26730,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A25
2022ML26731,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D25
2022ML26732,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C17
2022ML26733,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F33
2022ML26734,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D29
2022ML26735,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D1
2022ML26736,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F1
2022ML26737,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D5
2022ML26738,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F25
2022ML26739,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E21
2022ML26740,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B13
2022ML26741,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A1
2022ML26742,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D17
2022ML26743,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A13
2022ML26744,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F13
2022ML26745,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F29
2022ML26746,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E29
2022ML26747,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C21
2022ML26748,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F17
2022ML26749,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A5
2022ML26750,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E17
2022ML26751,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B25
2022ML26752,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F5
2022ML26753,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D9
2022ML26754,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B17
2022ML26755,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B1
2022ML26756,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E5
2022ML26757,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B21
2022ML26758,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A21
2022ML26759,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B9
2022ML26760,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E13
2022ML26761,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D21
2022ML26762,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C9
2022ML26763,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F9
2022ML26764,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C5
2022ML26765,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C13
2022ML26766,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C1
2022ML26767,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E1
2022ML26768,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E9
2022ML26769,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,A9
2022ML26770,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,B5
2022ML26771,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,D13
2022ML26772,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,E25
2022ML26773,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,C29
2022ML26774,Day 3,10:30AM-12:30AM,MLL727,D3S2,lh108,F21
2022EL26775,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A7
2022EL26776,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E27
2022EL26777,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C11
2022EL26778,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C19
2022EL26779,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,F7
2022EL26780,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B3
2022EL26781,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E23
2022EL26782,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C27
2022EL26783,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D27
2022EL26784,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B11
2022EL26785,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D11
2022EL26786,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,F15
2022EL26787,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B7
2022EL26788,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D3
2022EL26789,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C23
2022EL26790,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C7
2022EL26791,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A11
2022EL26792,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B27
2022EL26793,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B23
2022EL26794,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E7
2022EL26795,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D19
2022EL26796,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C3
2022EL26797,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B15
2022EL26798,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A19
2022EL26799,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E3
2022EL26800,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E15
2022EL26801,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,F3
2022EL26802,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A27
2022EL26803,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D15
2022EL26804,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D23
2022EL26805,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E19
2022EL26806,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D7
2022EL26807,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E11
2022EL26808,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C15
2022EL26809,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A3
2022EL26810,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,D31
2022EL26811,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,C31
2022EL26812,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A15
2022EL26813,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,B19
2022EL26814,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,E31
2022EL26815,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,F11
2022EL26816,Day 3,10:30AM-12:30AM,ELL732,D3S2,lh108,A23
2022CL26817,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,A13
2022CL26818,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,C9
2022CL26819,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,F5
2022CL26820,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,G17
2022CL26821,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,H17
2022CL26822,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,H13
2022CL26823,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,C13
2022CL26824,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,D13
2022CL26825,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,A5
2022CL26826,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,D1
2022CL26827,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,E9
2022CL26828,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,C5
2022CL26829,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,D5
2022CL26830,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,D9
2022CL26831,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,A1
2022CL26832,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,E5
2022CL26833,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,H5
2022CL26834,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,I1
2022CL26835,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,F13
2022CL26836,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,B13
2022CL26837,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,E1
2022CL26838,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,F1
2022CL26839,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,G5
2022CL26840,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,I9
2022CL26841,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,B1
2022CL26842,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,G1
2022CL26843,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,B9
2022CL26844,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,I5
2022CL26845,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,C1
2022CL26846,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,A9
2022CL26847,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,B5
2022CL26848,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,F17
2022CL26849,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,G13
2022CL26850,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,E13
2022CL26851,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,H9
2022CL26852,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,G9
2022CL26853,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,H1
2022CL26854,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,F9
2022CL26855,Day 3,10:30AM-12:30AM,CLL701,D3S2,lh527,E17
2022AP26856,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,J11
2022AP26857,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,A3
2022AP26858,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,F7
2022AP26859,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,F15
2022AP26860,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,G7
2022AP26861,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,E15
2022AP26862,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,H11
2022AP26863,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,H15
2022AP26864,Day 3,10:30AM-12:30AM,APL380,D3S2,lh408,A5
2022AP26865,Day 3,10:30AM-12:30AM,APL380,D3S2,lh408,A1
2022AP26866,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,I3
2022AP26867,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,H3
2022AP26868,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,B7
2022AP26869,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,E7
2022AP26870,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,J15
2022AP26871,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,F3
2022AP26872,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,I7
2022AP26873,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,D7
2022AP26874,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,C7
2022AP26875,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,B3
2022AP26876,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,G11
2022AP26877,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,B11
2022AP26878,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,C3
2022AP26879,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,G15
2022AP26880,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,G3
2022AP26881,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,H7
2022AP26882,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,F11
2022AP26883,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,I11
2022AP26884,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,I15
2022AP26885,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,D11
2022AP26886,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,J3
2022AP26887,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,A7
2022AP26888,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,C11
2022AP26889,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,J7
2022AP26890,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,D3
2022AP26891,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,A11
2022AP26892,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,E11
2022AP26893,Day 3,10:30AM-12:30AM,APL380,D3S2,lh527,E3
2022CV26894,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,D1
2022CV26895,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,A5
2022CV26896,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,E5
2022CV26897,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,G13
2022CV26898,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,H1
2022CV26899,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,D13
2022CV26900,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,C5
2022CV26901,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,E13
2022CV26902,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,B1
2022CV26903,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,G1
2022CV26904,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,C13
2022CV26905,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,A9
2022CV26906,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,E9
2022CV26907,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,F17
2022CV26908,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,A1
2022CV26909,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,B5
2022CV26910,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,H9
2022CV26911,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,H13
2022CV26912,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,F5
2022CV26913,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,E17
2022CV26914,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,G5
2022CV26915,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,B9
2022CV26916,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,A13
2022CV26917,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,G9
2022CV26918,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,B13
2022CV26919,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,G17
2022CV26920,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,F1
2022CV26921,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,H5
2022CV26922,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,F9
2022CV26923,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,F13
2022CV26924,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,D5
2022CV26925,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,E1
2022CV26926,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,C1
2022CV26927,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,D9
2022CV26928,Day 3,10:30AM-12:30AM,CVL758,D3S2,lh526,C9
2022BB26929,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,G11
2022BB26930,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,I11
2022BB26931,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,I7
2022BB26932,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,G7
2022BB26933,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,C7
2022BB26934,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,E15
2022BB26935,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,H11
2022BB26936,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,B11
2022BB26937,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,C3
2022BB26938,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,D7
2022BB26939,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,F3
2022BB26940,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,G3
2022BB26941,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,A11
2022BB26942,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,A7
2022BB26943,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,B7
2022BB26944,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,E11
2022BB26945,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,E3
2022BB26946,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,H3
2022BB26947,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,D11
2022BB26948,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,H7
2022BB26949,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,F11
2022BB26950,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,F15
2022BB26951,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,G15
2022BB26952,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,H15
2022BB26953,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,C11
2022BB26954,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,J3
2022BB26955,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,D3
2022BB26956,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,I15
2022BB26957,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,B3
2022BB26958,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,F7
2022BB26959,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,E7
2022BB26960,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,A3
2022BB26961,Day 3,10:30AM-12:30AM,BBL773,D3S2,lh526,I3
2022MC26962,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,B13
2022MC26963,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,F9
2022MC26964,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,G1
2022MC26965,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,C13
2022MC26966,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,E1
2022MC26967,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,E9
2022MC26968,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,A5
2022MC26969,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,B1
2022MC26970,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,C1
2022MC26971,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,B9
2022MC26972,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,D1
2022MC26973,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,B5
2022MC26974,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,E13
2022MC26975,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,F1
2022MC26976,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,E5
2022MC26977,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,A13
2022MC26978,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,D13
2022MC26979,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,F5
2022MC26980,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,E17
2022MC26981,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,C5
2022MC26982,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,A9
2022MC26983,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,F13
2022MC26984,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,A1
2022MC26985,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,F17
2022MC26986,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,D5
2022MC26987,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,G5
2022MC26988,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,D9
2022MC26989,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,C9
2022MC26990,Day 3,10:30AM-12:30AM,MCL701,D3S2,lh512,G9
2022TX26991,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,E15
2022TX26992,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,C7
2022TX26993,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,B7
2022TX26994,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,B3
2022TX26995,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,F3
2022TX26996,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,A7
2022TX26997,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,E7
2022TX26998,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,E11
2022TX26999,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,G3
2022TX27000,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,G7
2022TX27001,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,D3
2022TX27002,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,C3
2022TX27003,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,F15
2022TX27004,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,F11
2022TX27005,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,C11
2022TX27006,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,F7
2022TX27007,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,D7
2022TX27008,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,E3
2022TX27009,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,B11
2022TX27010,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,D11
2022TX27011,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,A3
2022TX27012,Day 3,10:30AM-12:30AM,TXL734,D3S2,lh512,A11
2022AS27013,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,A3
2022AS27014,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,C7
2022AS27015,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,A7
2022AS27016,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,B7
2022AS27017,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,B3
2022AS27018,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,F11
2022AS27019,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,E15
2022AS27020,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,D11
2022AS27021,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,B11
2022AS27022,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,A11
2022AS27023,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,C11
2022AS27024,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,F7
2022AS27025,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,D7
2022AS27026,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,E11
2022AS27027,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,C3
2022AS27028,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,D3
2022AS27029,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,E7
2022AS27030,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,E3
2022AS27031,Day 3,10:30AM-12:30AM,ASL735,D3S2,lh510,F3
2022CT27032,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,C13
2022CT27033,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,E9
2022CT27034,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,D9
2022CT27035,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,B1
2022CT27036,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,D13
2022CT27037,Day 3,10:30AM-12:30AM,CTL735,D3S2,lh510,E5
